line_number,summary
64,"CLAIM: TRUMP claims that American jobs are leaving the country and going to Mexico and other countries, and that China is devaluing its currency, harming the US economy.

This claim was made by TRUMP during the first presidential debate on September 26th, 2016, in response to a question about putting more money into the pockets of American workers. TRUMP argues that jobs are leaving the country and going to Mexico and other countries, and that China's actions, such as devaluing its currency, are negatively impacting the US economy. TRUMP asserts that there is a need for someone in the government to fight against these actions and that he is capable of leading a successful fight."
98,"CLINTON claims during the September 26th, 2016 presidential debate that Donald Trump's plan for trade deals would result in trickle-down economics all over again."
165,"CLINTON claims during the September 26th, 2016 debate that the worst financial crisis, the Great Recession, occurred eight years ago due to tax policies that favored the wealthy, neglected the middle class, and failed to regulate Wall Street."
166,"CLINTON claims in this line that Donald Trump ""rooted for the housing crisis."" This claim was made during the first presidential debate on September 26th, 2016."
175,"CLINTON claims that Donald Trump rooted for the housing crisis and hoped for its collapse in 2006, as he saw it as an opportunity to make money. She argues that as a result of the crisis, nine million people lost their jobs, five million people lost their homes, and $13 trillion in family wealth was wiped out. CLINTON asserts that the country has made progress in recovering from the crisis and warns against returning to the policies that led to its failure."
179,"CLINTON claims during the September 26th, 2016 debate that if Donald's tax plan were to go into effect, it would blow up the debt by over $5 trillion, disadvantage middle-class families compared to the wealthy, and result in the loss of 3.5 million jobs and possibly another recession. In contrast, independent experts have looked at Clinton's plans and stated that if implemented, it could result in the creation of 10 million new jobs and make investments to grow the economy."
183,CLAIM: TRUMP denies believing that climate change is a hoax perpetrated by the Chinese.
202,"CLAIM: TRUMP claims that Clinton's energy policies, specifically investing in a solar company, have been a disaster and are causing job losses and economic problems for the country. He argues that the country is losing energy resources and struggling to pay off its debt. This claim was made during the first presidential debate on September 26th, 2016."
203,CLAIM: TRUMP claims that the Obama administration has accumulated over 230 years' worth of debt and has topped it.
232,"CLINTON claimed during the September 26th, 2016 debate that she had held all trade deals to the same test when she was in the Senate, considering whether they would create jobs, raise incomes, and be good for national security. She mentioned that she had voted for some of them."
252,"CLAIM: TRUMP claims that NAFTA, signed by Clinton's husband, was one of the worst things that ever happened to the manufacturing industry."
264,"CLAIM: Trump claims that Clinton initially supported the Trans-Pacific Partnership (TPP) but changed her stance after hearing his arguments against it.

SUMMARY: During the debate on September 26th, 2016, Trump accuses Clinton of initially supporting the TPP and only changing her stance after realizing she couldn't win the debate on the issue. He argues that if she were to win, she would approve the TPP, which he believes would be almost as bad as NAFTA. Clinton denies this claim, stating that she was against the TPP once the terms were laid out and even wrote about it."
