line_number,summary
29,"Clinton claimed that the Supreme Court needs to stand on the side of the American people, not on the side of powerful corporations and the wealthy. She emphasized the importance of a Supreme Court that will protect women's rights, the rights of the LGBT community, and reject the Citizens United decision."
29,"Clinton claimed that the Supreme Court needs to stand on the side of the American people, not on the side of powerful corporations and the wealthy. She emphasized the importance of a Supreme Court that will protect women's rights, the rights of the LGBT community, and reject the Citizens United decision."
30,"Clinton claimed that the Supreme Court needs to be on the side of the American people, not powerful corporations and the wealthy. She emphasized the importance of a Supreme Court that supports women's rights, the rights of the LGBT community, and opposes the Citizens United decision. Clinton also mentioned her disagreements with her opponent on these issues."
48,"During the October 19th, 2016 presidential debate, Donald Trump claimed that it is imperative for the country to have the right justices in the Supreme Court. He mentioned that Justice Ginsburg made inappropriate statements towards him and many people he represents, and although she apologized, those statements should never have been made. Trump emphasized the need for a Supreme Court that will uphold the Second Amendment, which he believes is under siege."
78,"Clinton claimed to support the Second Amendment and the tradition of gun ownership, but also advocated for reasonable regulation. She proposed comprehensive background checks, closing the online and gun show loopholes, and other reforms that would not conflict with the Second Amendment."
74,Clinton claimed that just because she supports the Second Amendment does not mean she wants people who shouldn't have guns to be able to threaten or harm others. She believes in reasonable regulation to ensure public safety.
139,"Clinton claimed that she strongly supports Roe v. Wade and women's right to make their own healthcare decisions. She also criticized the stringent regulations on women in many states and accused Donald Trump of supporting defunding Planned Parenthood. Clinton vowed to defend Planned Parenthood and Roe v. Wade, stating that the progress made should not be reversed."
189,"Trump claimed that his opponent, Hillary Clinton, wants to give amnesty, which he believes is a disaster and unfair to those waiting in line for many years. He emphasized the need for strong borders and mentioned the presence of mothers whose children were killed by people who entered the country illegally. Trump argued that illegal immigration allows drugs to pour into the country and stated that having a border is essential for the existence of a country."
190,"Trump claimed during the debate that Hillary wants to give amnesty, which he believes is a disaster and unfair to those waiting in line for many years. He also emphasized the need for strong borders and mentioned the presence of mothers whose children were killed by people who entered the country illegally. Trump argued that illegal immigration allows drugs to pour into the country and stated that having no border means having no country."
200,"Trump claimed during the October 19th, 2016 debate that the Border Patrol agents and ICE endorsed him, stating that they want strong borders and believe that their job is tougher due to open borders. He also mentioned that during his visit to New Hampshire, the biggest complaint he heard was about the problems caused by Hillary Clinton and Barack Obama."
201,"During the October 19th, 2016 presidential debate, Trump claimed that the Border Patrol agents and ICE endorsed him, which is the first time they have ever endorsed a candidate. He stated that they understand the situation at the border better than anyone and want strong borders due to the problems caused by Hillary Clinton and Barack Obama, with the biggest issue being the influx of heroin from the southern border."
228,"Clinton claimed to not want to rip families apart or send parents away from children, referencing a young girl named Carla who is worried about her parents being deported. She also mentioned not wanting to see the deportation force that Trump has talked about in action. Clinton highlighted the fact that there are 11 million undocumented people in the country, including 4 million American citizen children."
255,"During the third presidential debate on October 19th, 2016, Donald Trump claimed that the NAFTA deal signed by Hillary Clinton's husband is one of the worst deals ever made, and it is a disaster."
256,"During the October 19th, 2016 presidential debate, Trump claimed that Hillary Clinton wanted the wall and that the NAFTA deal signed by her husband was one of the worst deals ever made."
273,Clinton claimed that bringing undocumented immigrants out from the shadows and putting them into the formal economy will be beneficial because it will prevent employers from exploiting them and undercutting American wages.
339,"During the third presidential debate on October 19th, 2016, Donald Trump claimed that Hillary Clinton wants open borders and that people will come into the country from Syria."
345,"During the October 19th, 2016 presidential debate, Donald Trump claimed that Hillary Clinton wants open borders and that people will pour into the country, including from Syria. He also accused Clinton of wanting 550 percent more people than Barack Obama and not addressing radical Islamic terrorism. Trump then mentioned that they could discuss Putin."
