line_number,summary
64,"During the September 26th, 2016 debate, Donald Trump claimed that American jobs are leaving the country and going to Mexico and other countries. He also mentioned that China is devaluing its currency and there is no one in the government to fight against it. Trump expressed confidence in his ability to fight and win against these challenges."
98,"CLINTON claimed that Donald Trump's plan for trade and taxes would result in ""trickle-down economics all over again."""
165,"CLINTON claimed that the worst financial crisis since the 1930s was largely caused by tax policies that favored the wealthy and neglected the middle class, leading to a perfect storm."
166,"CLINTON claimed that the financial crisis in 2008 was largely caused by tax policies that favored the wealthy and neglected the middle class, and she accused Trump of supporting the housing crisis."
175,"Clinton claimed that Donald Trump rooted for the housing crisis and said he hoped it would collapse so he could buy properties and make money. Clinton stated that as a result of the crisis, nine million people lost their jobs, five million people lost their homes, and $13 trillion in family wealth was wiped out. Clinton argued that the country has come back from that difficult time and should not return to the policies that caused the crisis in the first place."
179,"Clinton claimed that if Donald's tax plan were to go into effect, it would blow up the debt by over $5 trillion, disadvantage middle-class families compared to the wealthy, and result in the loss of 3.5 million jobs and possibly another recession. In contrast, independent experts have stated that Clinton's plans could lead to the creation of 10 million new jobs by making investments in areas such as clean energy."
183,"During the September 26th, 2016 debate, Hillary Clinton claimed that independent experts have said that if Donald Trump's tax plan were to go into effect, it would blow up the debt by over $5 trillion, disadvantage middle-class families, and result in the loss of 3.5 million jobs and possibly another recession. In response, Trump denied believing that climate change is a hoax perpetrated by the Chinese."
202,"Trump claimed that Clinton's energy policies, including investing in a solar company, were a disaster and resulted in the loss of money and jobs. He argued that the country's energy policies were a disaster and that the national debt prevented the implementation of Clinton's plans."
203,"Trump claimed during the September 26th, 2016 debate that the Obama administration has accumulated over 230 years' worth of debt, and that his energy policies are a disaster, causing the country to lose money and jobs."
232,"Clinton claimed that when she was in the Senate, she held trade deals to the test of creating jobs, raising incomes, and being good for national security. She mentioned that she voted for some of them."
252,"During the September 26th, 2016 debate, Trump claimed that Clinton had not accomplished anything in her 30 years as a senator and secretary of state. Clinton responded by mentioning her experience and accomplishments, but Trump dismissed them and criticized her husband's signing of NAFTA. Clinton acknowledged that Trump's opinion differed from hers."
264,"During the September 26th, 2016 debate, Trump claimed that Clinton initially supported the Trans-Pacific Partnership (TPP) but changed her stance after realizing the negative impact it would have. Trump argued that if Clinton were to win the election, she would approve the TPP, which he believed would be almost as bad as NAFTA. Clinton responded by stating that she was against the TPP once the terms were laid out and even wrote about her opposition to it."
265,"During the September 26th, 2016 debate, Trump claimed that Clinton was in favor of a trade deal. Clinton denied this and stated that she was against it once the terms were laid out. Trump then accused Clinton of calling it the ""gold standard"" of trade deals."
424,TRUMP claimed that the country is suffering because of bad decisions made by people like Secretary Clinton in terms of jobs and the economy.
440,"During the September 26th, 2016 debate, Donald Trump claimed that the Federal Reserve, led by Janet Yellen, is being political by keeping interest rates low. He warned that when President Obama leaves office and interest rates rise, there will be negative consequences. In response to a question about releasing his tax returns, Trump stated that he is under audit and will release them once the audit is finished."
493,"Clinton claimed during the debate that for 40 years, every presidential candidate has released their tax returns, and she questioned why Trump has not done so. She suggested that there may be reasons for his refusal, such as him not being as wealthy or charitable as he claims, and potentially having undisclosed business dealings and debts."
575,"Clinton claimed to Trump that he should apologize to the thousands of people he has stiffed over the course of his business, who deserve to be paid for their labor and goods. Clinton also mentioned that her late father expected a fair bargain to be kept on both sides when he did business."
579,"CLINTON claimed that Trump has stiffed thousands of people in his business and should apologize to them. She also mentioned that her father never did business with Trump and emphasized the importance of keeping bargains in business. Additionally, Clinton criticized Trump for filing for bankruptcy six times and referred to him as the ""King of Debt."""
629,"Clinton claimed during the debate that in order to restore trust between communities and the police, improve the criminal justice system, and address the issue of gun control, it is necessary to bring communities together and work towards these goals."
645,"During the September 26th, 2016 debate, Donald Trump claimed that the United States needs law and order in order to heal the divide. He mentioned the recent events in Charlotte and other parts of the country as examples of the need for law and order. Trump also mentioned receiving endorsements from various police groups and highlighted the dangerous situation in inner cities for African-Americans and Hispanics."
711,"Clinton claimed to believe in community policing and stated that stop-and-frisk was found to be unconstitutional and ineffective. She also mentioned that violent crime is now half of what it was in 1991 and property crime is down 40 percent. However, she acknowledged that there were some unintended consequences, such as too many young African-American and Latino men ending up in jail for nonviolent offenses."
748,"During the September 26th, 2016 debate, Donald Trump agreed with the idea of giving certain rights to people on watch lists and no-fly lists, stating that even if someone shouldn't be on the list, they should be helped legally to get off. He also mentioned his endorsement from the NRA and the importance of protecting the Second Amendment."
819,"During the September 26th, 2016 debate, Donald Trump claimed that Sidney Blumenthal, who works for Hillary Clinton's campaign, and her campaign manager, Patti Doyle, were involved in questioning President Obama's legitimacy. Trump also mentioned that Blumenthal sent a reporter to Kenya to investigate the matter."
868,"Clinton claimed that Trump started his political activity based on the racist lie that President Obama was not an American citizen, and although there was no evidence for it, he persisted with this lie because some of his supporters believed it or wanted to believe it."
927,"Clinton claimed that the United States will not tolerate cyber attacks from state actors such as Russia, China, or Iran, and that the US has the capacity to defend against such attacks. She also stated that the US does not want to engage in a different kind of warfare, but will defend its citizens. Clinton believes that Russia has been testing the US's response to cyber attacks."
1010,"CLINTON claimed that fact-checkers should be working hard to prove that Trump supported the invasion of Iraq, which she believes has been proven multiple times. Trump responded by repeatedly denying her claim."
1010,"CLINTON claimed that fact-checkers should be working hard to prove that Trump supported the invasion of Iraq, which she believes has been proven multiple times. Trump denies this claim."
1057,"Trump claimed during the debate that many NATO countries are not paying their fair share and that NATO could be obsolete because they do not focus on terrorism. He also mentioned that he read in the Wall Street Journal that NATO is opening a major terror division, which he thinks is great. Despite these concerns, Trump stated that he is all for NATO."
1059,Trump claimed during the debate that NATO could be obsolete because they do not focus on terror. He mentioned that he had said this numerous times and that he was pleased to read in the Wall Street Journal that NATO is opening a major terror division. Trump also expressed his support for NATO but emphasized the need for them to prioritize the fight against terrorism.
1079,"TRUMP claimed to Hillary Clinton that the formation of ISIS should have never happened and that she, as Secretary of State, was responsible for its growth. He questioned her ability to stop ISIS and criticized her judgment in supporting the war in Iraq."
1148,"Clinton claimed that she spent a year-and-a-half putting together a coalition that included Russia and China to impose the toughest sanctions on Iran, which ultimately drove them to the negotiating table."
